annual_income_usd,outstanding_debt_usd,missed_payments,employment_status,employment_years,credit_history_years,number_of_credit_cards,loan_types,marital_status,dependents,education_level,residence_type,savings_balance,age,credit_score
,,3.0,Employed,14.296227919994955,12.922955950427506,1.0,Auto Only,Widowed,2.0,High School,Other,11207.634701583369,60.0,829.0
118289.62507706421,50393.55855741707,5.0,Retired,1.1183884975175662,29.095569351859005,7.0,,Single,5.0,,Other,46052.00985119658,40.0,386.0
262636.87942865083,136901.35357905278,6.0,Unemployed,24.221037747555442,5.116537193677278,0.0,Mortgage Only,Widowed,4.0,Bachelor,With Family,177510.74974235837,72.0,848.0
182097.5447585807,147003.32634468042,11.0,Unemployed,34.178965847495775,24.115080212995387,4.0,Multiple,Divorced,4.0,Master,Own,87843.42421054112,25.0,382.0
271059.7603503893,42757.39915851146,2.0,Self-Employed,36.0877573816859,0.3001319081990472,9.0,Mortgage Only,Divorced,5.0,Bachelor,With Family,145593.8787080542,31.0,704.0
262759.9174671638,122528.37506833114,2.0,Unemployed,25.789976911595765,2.7560740451884036,1.0,Auto Only,Widowed,0.0,College,Own,191645.42438625224,55.0,394.0
137919.11074128415,,10.0,Unemployed,32.35073290430259,,4.0,Multiple,Single,3.0,PhD,Rent,1054.800352239349,62.0,401.0
60547.051248498385,20653.4896117982,6.0,Unemployed,30.45095671400025,11.418696556209786,5.0,Mortgage Only,Widowed,0.0,Bachelor,,159580.02473892074,30.0,366.0
284123.73707290035,20574.588511128288,0.0,Employed,0.8216336590510576,29.056381113276846,9.0,Mortgage Only,Married,0.0,,Rent,24632.862789794108,29.0,350.0
245138.13858091418,141366.85997122581,0.0,Unemployed,6.836592556997525,1.8536014271255974,5.0,Auto Only,Married,4.0,College,Own,10992.521422808999,56.0,696.0
122403.09880753286,105011.99548225476,3.0,Unemployed,2.6343875522999882,10.049220180327707,5.0,Auto Only,Divorced,2.0,Master,Other,131873.43417259635,28.0,757.0
267984.6242038135,86793.40849531571,0.0,Self-Employed,11.20231523810768,17.489822688795524,9.0,None,Divorced,5.0,College,,142449.763564635,29.0,644.0
121785.39235868376,28513.368916962107,,Retired,3.36726503526783,20.579237158333346,9.0,Mortgage Only,Divorced,3.0,,Own,143274.25386247938,31.0,700.0
201705.47361752097,79482.11952248268,10.0,Retired,20.365354093007923,15.191276292319053,0.0,Mortgage Only,,5.0,PhD,Other,51850.67870144131,29.0,486.0
107850.19563684404,149116.01994780105,9.0,Unemployed,7.668635415781795,25.28931346071934,0.0,Mortgage Only,Divorced,3.0,Bachelor,Other,30556.274900852466,56.0,822.0
274168.3579012651,123876.29512611977,13.0,Retired,6.820403413050475,19.88809652905885,9.0,Mortgage Only,Divorced,5.0,PhD,Rent,24812.13856694664,26.0,560.0
30682.012158967125,147994.72153220742,5.0,Employed,39.37285824048787,28.121677083570354,4.0,Multiple,Divorced,0.0,Master,Rent,54552.25236872161,40.0,437.0
210297.0827105554,1823.108743739915,5.0,Unemployed,36.59279569531047,,1.0,None,Widowed,4.0,College,Rent,82335.33647128781,37.0,516.0
73707.42436136267,83372.08561253855,4.0,Employed,7.972719574488356,28.975204049176362,8.0,Mortgage Only,Married,4.0,PhD,,180246.4214302677,65.0,821.0
46668.5862698633,43705.89046869952,8.0,Retired,8.269610509800707,22.109175196565914,8.0,Mortgage Only,Divorced,2.0,Bachelor,Other,193735.08459606682,52.0,697.0
182764.94298215726,49694.10445808092,8.0,Self-Employed,29.33605159514387,7.18714855187393,1.0,Mortgage Only,,2.0,Master,Own,6433.552222205141,44.0,505.0
224922.52153296542,8547.921286954463,2.0,Self-Employed,26.244944493706566,15.552077330521023,4.0,Multiple,Widowed,3.0,High School,Own,4084.272749466966,51.0,420.0
297569.02596965706,100964.80349542711,10.0,Unemployed,12.112088664089388,10.408250857779265,1.0,None,Married,3.0,College,Other,116683.92846605025,53.0,589.0
54635.010989476395,128092.75829626618,2.0,Employed,34.63683627839504,13.922471446502106,7.0,Mortgage Only,Single,2.0,Master,With Family,92931.58127300805,71.0,734.0
84527.88256300398,36742.38373667518,14.0,Unemployed,4.868539894230888,14.570679935083295,0.0,Mortgage Only,Single,2.0,College,Rent,101551.33970115315,19.0,388.0
294329.9788685647,78399.68556020016,6.0,Retired,31.008217599421563,28.52912373564437,3.0,Auto Only,Single,4.0,High School,Rent,195455.46730258275,63.0,
84012.03093229778,7817.788023618827,2.0,Retired,36.27432620360055,22.220630461842255,0.0,None,Widowed,1.0,College,Own,144642.03854072295,60.0,733.0
193904.85723436496,42092.02943840037,5.0,Employed,6.039646963117904,22.893435161596827,6.0,Multiple,Single,5.0,High School,Rent,30605.559430106856,32.0,844.0
206970.01698876396,33361.34752764792,12.0,Unemployed,22.284432080884645,27.100874454797903,6.0,Multiple,Single,,High School,With Family,197139.41428605624,38.0,327.0
246581.96953336516,146361.0902182766,7.0,Self-Employed,2.2822974536103535,0.2612115687553829,1.0,None,Widowed,4.0,PhD,Other,100912.08316490133,52.0,550.0
122031.60924435646,75122.35862598324,4.0,Self-Employed,32.39088008945978,22.179410752878574,7.0,Mortgage Only,Widowed,,Master,Own,114078.24845085674,61.0,742.0
56511.57754089758,32460.947941901064,,Employed,29.11505377772114,22.330310245303583,6.0,Multiple,Single,5.0,High School,With Family,195917.49047457037,74.0,396.0
33278.94366858508,19837.893055722983,4.0,Retired,,14.634944950941422,7.0,Multiple,Single,3.0,PhD,Other,20291.279283007603,30.0,596.0
44783.86865616468,116425.90280264596,0.0,Retired,11.660423916521609,9.112213397450748,2.0,Auto Only,Single,2.0,Master,With Family,17220.264916117478,72.0,488.0
176688.81288981673,6790.084108828886,6.0,Retired,7.181353289932764,1.530436866877708,7.0,Multiple,Widowed,3.0,High School,Rent,32757.453679485126,51.0,469.0
121892.39500810801,20623.14934700361,11.0,Employed,28.936009471202016,29.05913403807272,2.0,Multiple,Married,0.0,PhD,Rent,43343.07321972564,67.0,
251051.0659440281,7681.505912690517,14.0,Unemployed,27.732607723466383,14.78767302028906,0.0,Mortgage Only,Widowed,5.0,Bachelor,Rent,103099.36440842145,42.0,709.0
133685.63557723665,55027.344347877275,,Unemployed,20.838618898970545,,3.0,Mortgage Only,Single,0.0,Bachelor,,84060.72068798103,,625.0
165706.94583681395,141537.3894764465,10.0,Unemployed,5.6738981505378705,20.042579676471874,1.0,Mortgage Only,Widowed,1.0,College,Own,127779.9103510095,66.0,464.0
286092.70528876886,35305.72226461324,9.0,Retired,2.0660616165027212,23.440084533249202,4.0,Mortgage Only,Divorced,3.0,Bachelor,Own,93823.89668399465,57.0,349.0
168995.36620797287,56252.16002482769,12.0,Employed,1.3287821168748781,27.612786847259514,9.0,None,Married,5.0,PhD,With Family,135963.97733193543,39.0,554.0
243032.3349011359,110094.15780493394,8.0,Employed,35.3156299589824,14.601049940430421,4.0,Multiple,Widowed,4.0,Bachelor,Rent,,46.0,725.0
233585.92496452096,30580.974454819647,4.0,Self-Employed,4.931413465465457,,8.0,Auto Only,Single,0.0,Master,Own,145844.58099050014,21.0,829.0
91528.80418258814,42990.03118444442,7.0,Retired,19.450663238558782,25.67343665476755,7.0,Multiple,Married,4.0,,Own,193167.41324356993,33.0,346.0
170856.3671644548,58039.869637247924,14.0,Self-Employed,33.00846015280832,6.401334596271987,2.0,Multiple,Married,4.0,College,,7916.278179058755,71.0,781.0
61652.79237794601,143148.32823515707,13.0,Retired,18.439859291321863,12.598953937433707,0.0,Auto Only,Divorced,0.0,PhD,Own,,72.0,510.0
84864.81007744026,81647.97803673634,0.0,Unemployed,0.44869456340117075,18.119866065029335,9.0,Multiple,Single,4.0,PhD,With Family,142733.26461020723,,
289713.71476210194,65666.02387306205,13.0,Unemployed,32.32241851270564,16.14001600931793,9.0,None,Married,4.0,PhD,Own,38857.51421271016,39.0,309.0
66918.66434488518,60226.66553604961,8.0,Unemployed,3.781068409235857,29.844032751480796,5.0,Auto Only,Single,5.0,Bachelor,Rent,53967.57240869767,30.0,804.0
289091.6873572898,58412.11259462983,10.0,Retired,20.354575996784302,,0.0,Mortgage Only,Single,3.0,PhD,With Family,190910.58386905474,,620.0
216591.50177454285,136382.26283411324,0.0,Retired,32.768050654173805,26.016497695729765,7.0,Mortgage Only,Divorced,4.0,College,Own,148949.47675036127,35.0,329.0
262326.5686398116,116627.96062331785,10.0,Self-Employed,22.80772743040183,,4.0,None,Married,2.0,College,,189435.76024622438,58.0,738.0
79877.70775527161,28144.596927258262,10.0,Unemployed,7.96061785456748,,8.0,Multiple,Widowed,2.0,Bachelor,Own,198014.94976012316,46.0,362.0
128203.75122376303,47844.03424536628,4.0,Self-Employed,5.005702001798542,0.40180207640770016,2.0,Auto Only,Married,4.0,College,Rent,57925.61117930315,38.0,490.0
254252.89207912056,,14.0,Unemployed,39.4468659541675,21.899551016228674,7.0,Auto Only,Married,2.0,Bachelor,With Family,,61.0,372.0
,112545.80241004916,13.0,Employed,9.928245803239975,14.006607254610426,7.0,Auto Only,Widowed,0.0,,Other,50933.710057796874,30.0,361.0
220601.51762841168,15552.812312682068,3.0,Self-Employed,0.5598356275458283,0.2467754974142078,0.0,Auto Only,Married,,Master,Other,156107.59840010823,73.0,338.0
103341.59212660555,61200.26606857276,14.0,Unemployed,14.892828435352179,26.831237496806967,9.0,Mortgage Only,Widowed,4.0,PhD,Own,159265.25174039678,44.0,628.0
152373.27074948075,73605.40166186208,9.0,Self-Employed,29.36125908185872,19.95818740312983,1.0,Auto Only,Divorced,3.0,College,Other,193648.85559388465,62.0,456.0
151851.7357791364,128610.76100818289,2.0,Unemployed,16.613862956785304,,1.0,,Single,1.0,,Other,199223.36103003492,58.0,720.0
284813.33899365936,127923.7908271823,10.0,Unemployed,6.335143593763304,18.359047468765688,6.0,Mortgage Only,Divorced,1.0,High School,With Family,127392.36018508043,22.0,438.0
201176.2301536232,22652.012103551962,7.0,Self-Employed,7.759573382511431,27.518721880718658,4.0,Multiple,Divorced,0.0,PhD,With Family,147089.3237313083,26.0,715.0
115832.36743846987,87847.19999802948,,Retired,28.716078391650335,24.508376447129088,5.0,Auto Only,Widowed,1.0,Bachelor,Rent,162678.287724652,72.0,337.0
163438.85008639898,141471.8543263576,14.0,Retired,37.36001253517228,8.882649592172513,3.0,Mortgage Only,Married,1.0,High School,With Family,166766.90813555714,72.0,410.0
268471.72718415526,11515.998131229017,12.0,Unemployed,10.720725253325561,10.210096847787154,3.0,Multiple,Single,1.0,,Own,102075.16579350739,69.0,366.0
,53782.17650943259,7.0,Unemployed,37.14951248193518,,5.0,None,Widowed,3.0,PhD,Rent,44412.47365285197,33.0,758.0
190614.72840847456,50603.61811232478,10.0,,5.135228461677537,1.4343717708702708,2.0,Mortgage Only,Widowed,3.0,Bachelor,Rent,164775.39424984407,64.0,766.0
171383.73153164884,25723.181928719507,14.0,Employed,3.7159034160723747,23.39473131331903,5.0,,Divorced,1.0,High School,Own,124465.11417972312,36.0,339.0
161952.12950350269,146813.13527388131,6.0,Self-Employed,,9.90183774327307,6.0,Mortgage Only,Married,3.0,High School,,132308.51613489652,40.0,673.0
146911.29326755612,106192.1936485826,1.0,Unemployed,15.694488540221556,16.219438335811162,6.0,Mortgage Only,Single,1.0,Master,Rent,82078.04946355477,49.0,706.0
269459.89222807204,102605.37304684747,12.0,Unemployed,21.407484901574453,21.162586943549602,8.0,None,Divorced,4.0,Bachelor,Other,184865.92026046768,20.0,588.0
,7347.969494480267,9.0,Employed,9.186835260855348,21.4976041438234,4.0,None,Widowed,3.0,,With Family,176640.66099066424,29.0,665.0
104997.43507515201,57625.91881556894,8.0,Unemployed,3.2790988064166093,25.979895431010586,,None,Widowed,1.0,PhD,Other,28782.314102168584,57.0,376.0
218527.1883978919,93272.44422189234,4.0,Unemployed,29.43441174157544,24.367649528398772,2.0,None,Divorced,1.0,Master,,37234.69962208193,25.0,375.0
265327.19361298974,72968.66374585805,13.0,Self-Employed,11.720306200901653,20.7643687862881,2.0,None,Single,3.0,Bachelor,Other,94359.11973100764,59.0,345.0
291140.55717485363,108735.23684779683,1.0,Employed,21.84996055546815,6.139371907465404,5.0,,Married,3.0,PhD,Own,130428.54155606385,34.0,488.0
286390.94650867156,124113.89131054432,3.0,Employed,30.580345049298575,25.017992472155807,3.0,Multiple,Single,4.0,High School,Rent,57232.690602804425,28.0,654.0
125264.33041243994,114215.13796306192,1.0,Self-Employed,,,1.0,Mortgage Only,Widowed,2.0,Master,Own,86412.91306570626,,559.0
265209.8047982432,141559.95719081617,6.0,Unemployed,20.519878883923685,,6.0,Mortgage Only,Single,1.0,High School,Own,32254.824506973233,50.0,412.0
173549.78921750133,83037.85190850159,12.0,Self-Employed,33.38378630563029,10.02185585859664,3.0,Multiple,Single,1.0,,,,53.0,453.0
123991.73091084318,127972.29754558152,3.0,Retired,14.381047409243859,16.95418299763434,8.0,Multiple,Single,0.0,Bachelor,Other,,66.0,348.0
273835.19276232517,147507.11503781503,5.0,Self-Employed,21.250347237365634,28.31965802237305,3.0,Multiple,Widowed,0.0,Master,Rent,42483.85374834298,44.0,455.0
190172.83360270062,76610.9244554017,3.0,Employed,37.59381122884719,17.22538993128101,9.0,Multiple,Divorced,0.0,College,Other,,48.0,489.0
,2186.214726192276,4.0,Unemployed,29.774862004841246,19.61462236813636,,Auto Only,Divorced,,High School,Other,189952.5699832328,62.0,393.0
90470.40349895191,48973.45799891039,1.0,Retired,15.645312247380474,17.618874118941335,0.0,None,Widowed,2.0,Bachelor,Own,122463.5321255455,26.0,514.0
130831.8566351228,80643.08215062392,10.0,Retired,5.787406432072624,,4.0,Auto Only,Divorced,1.0,,Rent,25558.7505721802,36.0,
33634.55387090497,,5.0,Employed,10.892431473499883,9.03563204144289,7.0,Mortgage Only,Married,0.0,PhD,Other,77443.45635838681,42.0,737.0
55600.464595522484,88819.38273885618,2.0,Self-Employed,22.1297873374666,27.7612922950951,8.0,Mortgage Only,Single,1.0,College,Own,146618.17521889188,36.0,472.0
201860.6465214564,97188.38900955595,14.0,Self-Employed,6.658705778340024,7.109079821305928,1.0,None,Single,2.0,Bachelor,Rent,48059.23808891477,55.0,562.0
82103.76637660389,108390.92334355575,1.0,Retired,14.252808736877753,12.39935986868647,0.0,Mortgage Only,Divorced,3.0,PhD,Rent,,60.0,309.0
136362.01189511397,74487.88298618606,4.0,Self-Employed,26.12552823694577,17.45715516886673,8.0,Auto Only,Widowed,5.0,High School,Own,1554.9926435486138,27.0,514.0
135441.51403365552,124206.77515735592,3.0,Self-Employed,37.2623728197313,22.627752353368223,2.0,,Divorced,1.0,PhD,With Family,38043.72310394843,55.0,790.0
,99854.31339192565,8.0,Unemployed,8.999455887794166,,2.0,Mortgage Only,Married,1.0,Master,,62922.552758935904,26.0,819.0
178765.701366146,,3.0,Retired,10.16318558194341,13.327394460395181,7.0,,Divorced,3.0,High School,With Family,193220.192413453,25.0,571.0
209680.37421755312,99150.7702079166,14.0,Employed,27.417893894389902,20.964589197908968,7.0,None,Widowed,3.0,High School,Other,151018.8686532557,57.0,756.0
54091.107661182046,16203.962425600932,0.0,Employed,4.8167609488284,18.30308774084371,8.0,Auto Only,Married,5.0,PhD,Rent,3865.324105646062,70.0,524.0
189882.245635579,23254.92946281108,6.0,Self-Employed,6.60072607155715,,3.0,None,Single,3.0,College,With Family,92624.25979106201,18.0,742.0
193109.0698295392,25471.677390083507,,Retired,6.986967608126831,17.676949634926526,9.0,None,Married,4.0,Master,Other,138346.05124414433,38.0,621.0
169262.2365000385,7322.023814746814,14.0,Retired,26.02782361952494,12.203793643461129,,None,Divorced,2.0,Master,With Family,123597.97381037068,57.0,808.0
48331.201806529425,32809.397145295574,0.0,Unemployed,18.676779065420867,15.373144991018076,2.0,Mortgage Only,Widowed,1.0,Bachelor,Own,92656.84586465692,21.0,347.0
235975.70228315113,84005.12123416633,12.0,,4.895108080202966,13.46791395124313,2.0,Multiple,Married,1.0,High School,Other,52005.427071748134,68.0,702.0
172473.032767355,8982.46660134227,4.0,Self-Employed,10.921136575881953,29.941069219201804,8.0,Auto Only,Divorced,4.0,Bachelor,Rent,74588.62912037034,62.0,600.0
171795.6346282518,42531.20841728908,13.0,Retired,18.435214325904635,1.6705304586449754,0.0,Mortgage Only,Single,,Bachelor,With Family,142114.46762049003,35.0,368.0
257912.58874932997,93469.06423905461,11.0,Employed,12.379124323024747,19.754293253690662,0.0,,Single,0.0,Bachelor,With Family,151555.52421099672,63.0,369.0
88078.65139233104,29985.71333143783,4.0,Unemployed,16.65603755128116,7.2695603333867655,9.0,Mortgage Only,Divorced,4.0,Master,With Family,98279.97834899946,59.0,657.0
161886.4136460235,29635.913862700247,5.0,Unemployed,36.679995266916336,11.184406346527147,3.0,,,2.0,Bachelor,Own,182956.0492686886,31.0,413.0
227249.849495733,124058.56040483982,2.0,Retired,38.61775143895726,5.690010561394302,1.0,Auto Only,Widowed,0.0,PhD,With Family,191756.73578018523,37.0,801.0
275243.2677492689,82387.4035938155,,Self-Employed,39.68450060854547,22.56173684122765,4.0,Multiple,Married,4.0,Master,,156526.70466492616,65.0,512.0
258042.40362830556,47038.70595081949,5.0,Self-Employed,1.0442445718706628,8.617556603852442,5.0,Auto Only,Divorced,5.0,PhD,Own,40614.753722328365,53.0,675.0
236441.79828728424,82319.64799215333,11.0,Retired,28.586100578091642,19.62584339725101,1.0,Auto Only,Married,1.0,Master,Own,175844.73015239157,19.0,331.0
,64216.58743646623,11.0,Employed,37.403574550726745,17.05426992732909,0.0,Multiple,Single,1.0,High School,Own,90773.77045530739,65.0,324.0
94973.72140993775,142637.39164784376,13.0,Retired,36.16459070058818,12.857094700581847,,Multiple,Widowed,4.0,Bachelor,Rent,44331.220799480776,,834.0
144847.89815254867,30205.55105245472,14.0,Self-Employed,0.9919077259810338,10.226840594092906,5.0,Multiple,Widowed,2.0,Bachelor,Own,157102.83499568238,35.0,846.0
294363.8921026742,99647.75697377298,7.0,Employed,32.28896477503475,20.985385629683176,0.0,Multiple,Single,0.0,High School,Rent,80257.74786533952,42.0,651.0
24213.664682180235,136960.7193190746,2.0,Retired,18.35522775809178,16.122484820672383,3.0,Mortgage Only,Single,2.0,High School,With Family,47749.469882244244,47.0,581.0
297212.92773854244,,,Employed,34.00723059975344,1.4125506274034139,7.0,None,,0.0,College,Own,117534.1177608459,52.0,520.0
49373.10581181555,58097.21163678252,9.0,Unemployed,28.62282820209773,22.173865563093834,8.0,Auto Only,Divorced,0.0,,Other,23608.319423448233,25.0,659.0
,111956.99334905426,9.0,Employed,17.60306699940143,22.702140604134605,8.0,None,Widowed,5.0,College,Own,75715.1063065484,47.0,700.0
177382.0060098322,34848.59543953366,1.0,Unemployed,11.815042729792985,12.556803722167379,,Mortgage Only,Married,4.0,Master,Other,69238.79488574219,73.0,307.0
102942.0659044443,,8.0,Employed,0.03386165226757498,0.5874666637106096,6.0,Auto Only,Single,1.0,PhD,Rent,80285.51924063844,42.0,846.0
286036.5538324737,117975.1631650835,3.0,Unemployed,21.610476256827273,5.727078325089277,3.0,Mortgage Only,Divorced,2.0,Master,Other,88778.49779091726,24.0,696.0
189004.85055345437,56387.78993729163,12.0,Self-Employed,,17.222820980466807,6.0,Mortgage Only,Widowed,2.0,High School,With Family,127511.67483556698,34.0,
268737.6096106487,83250.21962284966,14.0,Unemployed,13.572270293100939,22.688292072722753,1.0,Multiple,Married,2.0,College,Other,11604.26055720203,49.0,740.0
127167.09953506028,84670.68406303112,11.0,Self-Employed,18.732029717368732,2.5534920974677835,7.0,Auto Only,Single,4.0,PhD,Rent,92599.80785299273,42.0,657.0
203189.5598638582,83407.61416236918,10.0,Retired,19.049677464656718,20.186538567653876,1.0,Mortgage Only,Single,3.0,Bachelor,Own,99401.05421627883,65.0,369.0
118696.11039034219,30050.189871336992,5.0,Retired,23.056007097934632,15.038615998068053,3.0,Auto Only,Single,1.0,College,Own,67399.04091331195,45.0,800.0
297680.2192287122,94709.53869226476,12.0,Self-Employed,26.337848523007864,7.036550510510122,0.0,Mortgage Only,Single,0.0,High School,With Family,148854.86668240972,69.0,311.0
174570.0044362058,60943.13819820903,0.0,Unemployed,6.543956169839773,14.581269424492822,0.0,Mortgage Only,Divorced,5.0,High School,Own,143283.63159628672,55.0,529.0
217524.60133834154,20015.547348222408,4.0,Unemployed,8.881848655651625,1.9079957123187397,6.0,Auto Only,Single,0.0,College,Own,104309.67319567493,,782.0
105832.28559252282,8327.632032212561,4.0,Self-Employed,,19.77503596952136,9.0,None,,4.0,College,Own,171523.9774222421,39.0,843.0
235620.7252273738,123522.30394268686,12.0,Unemployed,10.6327175832681,3.7723701412470136,8.0,Multiple,Widowed,3.0,High School,Other,23491.175346834316,55.0,476.0
140870.00658083693,113868.32418918904,11.0,Employed,31.789126216783497,0.6912528941139306,0.0,Mortgage Only,,1.0,PhD,With Family,75076.2813692957,23.0,564.0
272458.4391696834,139710.23252393756,3.0,Employed,19.249166131902612,0.798645709645518,4.0,None,Single,5.0,Master,Other,135923.21605591575,29.0,821.0
172948.38003294624,71694.43710782172,5.0,Unemployed,21.414472224321344,21.333030197770338,0.0,Mortgage Only,Single,3.0,High School,Other,184643.7063379967,46.0,727.0
127053.1819025961,92047.18960630693,6.0,Employed,22.432133511390386,7.317680839170172,6.0,None,Divorced,1.0,Master,With Family,172030.5703665949,47.0,571.0
250827.4587121783,9520.195938794857,1.0,Employed,,15.908550455235613,5.0,Multiple,Divorced,5.0,Master,Other,,49.0,314.0
188781.81346630224,45152.0918770938,12.0,Self-Employed,28.25088420661871,1.3764420150814183,1.0,None,Married,2.0,PhD,Other,12423.51266829278,25.0,437.0
239840.91984436533,112689.75282151115,11.0,Employed,27.49404883515753,1.3374636236206539,7.0,Multiple,Single,4.0,College,Own,111201.71398995358,68.0,593.0
216369.78239256327,41410.66100366697,14.0,Retired,3.261807422871237,25.447270380447822,4.0,Auto Only,Single,3.0,College,Own,99190.29069051612,66.0,424.0
152688.56297859302,16836.89058825939,8.0,Unemployed,30.064896332611116,,5.0,None,Married,0.0,,With Family,72591.78784925162,43.0,464.0
204012.01371235363,9312.94427066448,11.0,Retired,31.635130871296372,3.3138097836945013,3.0,Mortgage Only,Single,2.0,High School,Other,41484.82340189155,66.0,628.0
232242.09517604913,67992.52734076547,2.0,Self-Employed,,16.437289658749147,2.0,None,Married,1.0,Bachelor,Other,79981.14601066954,71.0,532.0
215393.75896999595,131222.68063986002,4.0,Self-Employed,34.08912178143375,4.586293866788934,7.0,Mortgage Only,Single,4.0,Bachelor,Own,95302.33498486575,38.0,764.0
110195.08314351982,55402.76165754974,7.0,Retired,12.215946819325762,23.371113403636862,6.0,Auto Only,Single,2.0,Bachelor,,58937.78663428517,72.0,590.0
130580.81855187599,100046.67059140278,9.0,Self-Employed,3.135328049845154,20.048739342975882,6.0,Multiple,Divorced,5.0,PhD,Other,2448.1478533306954,53.0,436.0
,64630.243300598544,12.0,Retired,12.221516931217199,28.391161918165917,1.0,Auto Only,Married,2.0,PhD,Other,111616.82446053544,30.0,667.0
106755.93318808106,117929.7996870076,2.0,,28.80994904222243,16.932862306085593,2.0,Mortgage Only,Married,2.0,Bachelor,Own,191366.86504799704,23.0,825.0
247455.39529474286,120494.88036718676,10.0,Retired,30.923616126675416,11.771354765998794,0.0,Auto Only,,2.0,College,Rent,69463.92592764963,39.0,421.0
71998.53650616037,141988.31949330054,11.0,Retired,24.7603933514717,20.871086672280647,4.0,Mortgage Only,Married,4.0,College,Rent,153818.87826471752,33.0,745.0
129746.5184210796,50692.89243294256,10.0,Self-Employed,6.755650628779977,17.835591483129054,6.0,None,Married,5.0,Bachelor,Other,178994.96300668063,35.0,488.0
114718.38177498324,70684.01332787728,12.0,Self-Employed,29.368006292302532,12.275972046710844,2.0,None,Single,4.0,College,Rent,86686.78820390638,49.0,664.0
192390.61450052116,96861.39575083883,,Self-Employed,0.44371448463055074,12.600306694156922,8.0,Mortgage Only,Widowed,,,With Family,72231.80133676513,34.0,456.0
279945.2414227446,75132.19967656805,9.0,Unemployed,2.331632900863023,4.490113982974321,7.0,None,Married,4.0,High School,Rent,178237.61489292592,66.0,594.0
222402.77166390306,12590.515748028047,8.0,Employed,3.7312400625145514,14.320391426533341,2.0,Auto Only,Widowed,4.0,,Other,21038.440289707116,57.0,601.0
61937.43581316696,96944.35079625585,7.0,Employed,9.892535795637736,4.632975421883114,7.0,Multiple,Single,5.0,Master,Rent,98036.38097060459,55.0,499.0
222317.64867337537,16504.738489136933,8.0,Retired,17.79463723169025,5.1783692729555195,0.0,Mortgage Only,Widowed,5.0,,Other,128907.69870719574,31.0,616.0
25330.83740931028,126105.61572022672,10.0,Employed,21.618070517552425,4.67210383852561,3.0,None,Divorced,0.0,Bachelor,,134687.13582857832,57.0,411.0
205806.04580435285,12431.302876224438,3.0,Retired,20.580048390174454,14.420235403459845,8.0,Multiple,Married,5.0,High School,With Family,22613.533557380204,,
265971.9067909728,117196.84294705623,6.0,Self-Employed,29.07938012978018,14.634472708579747,4.0,Multiple,Married,5.0,PhD,Own,22296.513493751037,57.0,327.0
122173.60109507738,,8.0,Retired,5.185732713335831,1.9105362784002966,5.0,Multiple,Married,0.0,Master,Rent,57376.61813190013,70.0,515.0
220929.64229285874,111109.8321472524,2.0,Unemployed,,19.504875226047645,6.0,None,Divorced,1.0,College,With Family,156258.72586357963,60.0,657.0
196996.30959374478,3459.89849805029,0.0,Self-Employed,18.885389757205147,4.887665108255179,4.0,,Single,3.0,Bachelor,Other,196338.04835415457,,472.0
45873.007954544926,16752.682619996063,8.0,Unemployed,27.12825675399437,13.875835478957693,9.0,Mortgage Only,Married,,Bachelor,Rent,118151.45243154901,73.0,372.0
106782.10911808799,3061.5198590239147,12.0,Employed,38.994757031386754,18.251792683346135,7.0,Auto Only,Widowed,1.0,PhD,Rent,132601.71818182323,34.0,750.0
210876.27253989244,27360.497339833568,12.0,Employed,14.855510960271046,1.6410539148014225,7.0,None,Divorced,0.0,College,Rent,196491.69378831575,34.0,486.0
28078.679083174844,52.96338972287096,4.0,Unemployed,9.852810689220085,16.686480441283962,6.0,None,Married,4.0,High School,Own,46208.268437833234,33.0,489.0
173689.3952109494,12959.878512399908,0.0,Self-Employed,34.33008645354344,27.50966382756543,9.0,Mortgage Only,Married,5.0,Master,Rent,18557.655391369597,34.0,485.0
172720.83358237645,3757.3406049804858,11.0,Self-Employed,11.669955386658835,4.061345141732903,9.0,Mortgage Only,Single,3.0,High School,Rent,34338.92725937881,39.0,472.0
238795.73756718077,65158.47731356856,6.0,Retired,34.43757243447519,27.529428966089377,8.0,,Single,,College,Own,61435.28352677257,45.0,
,23579.792508809373,7.0,Employed,2.2712661939092493,24.513763485089765,2.0,Mortgage Only,Married,1.0,College,Rent,136217.81923270764,63.0,791.0
33816.50755914701,43088.12140518408,1.0,Unemployed,,16.093760161770813,6.0,Multiple,Single,4.0,Bachelor,Other,,32.0,578.0
45804.89903274579,39437.95096422453,13.0,,25.07485154279639,3.756155877241514,5.0,Mortgage Only,Divorced,3.0,High School,Rent,99798.35629598261,,623.0
106147.8039546661,124641.75896022658,,Unemployed,11.32864074703801,21.704345417635746,0.0,Multiple,Married,4.0,PhD,With Family,5455.657921062218,56.0,702.0
180879.91725674272,24496.458161863622,11.0,Unemployed,15.680543065537545,19.42421911704647,5.0,Auto Only,Single,0.0,College,Rent,187798.37490867314,39.0,528.0
25361.51969158765,74848.04873080386,9.0,Self-Employed,0.7175643118251696,19.98395064012631,0.0,Multiple,Divorced,1.0,Bachelor,With Family,117980.04869051499,38.0,378.0
101531.15681487281,10372.96042224139,11.0,Retired,20.805730322276755,3.8833506820864416,7.0,Multiple,Widowed,0.0,Master,Rent,109267.82384628062,28.0,486.0
